label	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
0	0	2.4528008	0	0	0	6.9014387	0	7.103336	5.9579697	4.7354937	0	0	3.8229327	0	0	0	7.6234107	0	0	0	0	10.334805	8.524208	15.746973	3.9814477	0	9.452249	0	0	0	0	8.67288	0	0	0	0	0	0.20914876	0	0	16.7648	14.183951	0	2.1084642	0	0	0	4.291444	0	0	17.22801	13.221043	0	0	0	0	0	0	0	0	0	0	0	11.935403	2.6682384	0	0	2.6381269	0	0	0	0	0.07005809	0	14.389598	0	9.829527	0	0	0	0	0	6.824827	0	0	13.920255	0	12.837145	0	12.744536	0	0	3.899729	0	4.159968	0	0	12.319362	0	16.24155
0	0	0.6541013	0	0	0	4.4614844	0	1.8141496	3.239306	3.3491957	0	0	2.0633986	0	0	0	2.9013371	0	0	0	0	3.5833042	4.5421453	6.25784	0.2794479	0	4.902207	0	0.28869787	0	0	2.4095807	0	0	0	0.6701537	0	0	0	0	9.104462	5.4964213	0	2.1814208	0	0	0	3.0273204	0	0	7.7901125	6.862879	0	0	0	0	0	0	0	0	0	0	0	5.535042	2.6581423	1.632103	0	0.46304247	0	0	0	0	0	0	5.4584064	0	4.5210314	0	0	0	0	0	4.239059	0	0	6.820406	0	4.948199	0	6.0205083	0	0	0.6410672	0	0	0	0	5.517774	0.6145828	6.657385
0	0	0	0	0	0	5.375271	0	7.350416	7.2013364	5.7279816	0	0	2.466478	0	0	0	8.416853	0	0	0	0	9.475388	10.221343	14.069412	1.9590524	0	9.679529	0	0	0	0	8.140474	0	0	0	0	0	0	0	0	16.359367	13.482356	0	0.48781672	0	0	0	5.4213433	0	0	19.429903	16.16567	0	0	0	0	0	0	0	0	0	0	0	12.367643	3.3234625	0	0	0.9308254	0	0	0	0	1.9848696	0	16.80881	0	11.542689	0	3.000039	0	0	0	6.7585607	0	0	15.610077	0	16.090767	0	11.380138	0	1.7754171	4.03989	0	5.833645	0	0	11.710628	0	16.02465
0	0	1.3048972	0	0	0	2.2380118	0	4.9759026	4.0738997	2.2594907	0	0	2.5111494	0	0	0	5.0166388	0	0	0	0	7.1013913	5.916799	9.682558	3.3433237	0	5.3186445	0	0	0	0	5.7996416	0	0	0	0	0	0	0	0	9.863983	10.2586155	0	0	0	0	0	2.1765585	0	0	12.551284	8.715427	0	0	0	0	0	0	0	0	0	0	0	8.133804	1.0840238	0	0	1.4067866	0	0	0	0	1.345911	0	10.629144	0	7.629972	0	1.0575116	0	0	0	3.1581495	0	0	8.19829	0	9.169627	0	8.498467	0	0.24394752	3.3968291	0	5.3909807	0	0	7.566164	0	11.06438
0	0	1.6947643	0	0	0	3.2129216	0	2.0339751	4.6664457	4.772565	0	0	2.6668942	0	0	0	4.7737384	0	0	0	0	5.872632	4.0808144	9.563683	0	0	4.534763	0	0	0	0	4.1350985	0	0	0	0	0	0	0	0	10.264387	7.956793	0	0.66792077	0	0	0	3.2529972	0	0	10.631188	9.28924	0	0	0	0	0	0	0	0	0	0	0	6.6655946	0.26695454	0	0	0.2085436	0	0	0	0	0	0	7.5093174	0	5.889591	0	0	0	0	0	4.124489	0	0	7.279569	0	7.3287826	0	7.1225214	0	0	4.066631	0	3.2791097	0	0	7.4399896	0	9.767558
0	0	0.56084615	0	0	0	7.8854284	0	3.953065	6.7703133	6.1945176	0	0	2.4573112	0	0	0	5.281893	0	0	0	0	5.8580894	8.340868	10.443944	0.035282664	0	8.972633	0	0	0	0	4.371731	0	0	0	0.39590636	0	0	0	0	16.414566	9.00654	0	3.5720913	0	0	0	4.698711	0	0	14.894729	13.567864	0	0	0	0	0	0	0	0	0	0	0	9.755815	4.732318	2.2400048	0	0.8864974	0	0	0	0	0	0	9.799664	0	8.912051	0	0	0	0	0	7.4361844	0	0	12.485982	0	9.260018	0	9.734039	0	0.09727431	0.87434256	0	0.8357431	0	0	9.577613	0.4944666	11.726652
0	0	0.9324924	0	0	0	5.3069196	0	3.8104072	4.5663295	4.0404806	0	0	1.8616769	0	0	0	4.166358	0	0	0	0	5.2656994	5.6195683	8.604413	1.5505027	0	6.4115367	0	0	0	0	4.3568344	0	0	0	0	0	0	0	0	11.5128	7.382768	0	2.1994095	0	0	0	2.2439485	0	0	10.733787	9.235212	0	0	0	0	0	0	0	0	0	0	0	6.960661	2.3844604	0.5163096	0	1.5396713	0	0	0	0	0	0	7.39103	0	6.3264565	0	0	0	0	0	4.878728	0	0	8.441451	0	6.512176	0	7.1122303	0	0	1.2076614	0	1.6123326	0	0	7.3087754	0	8.790573
0	0	1.6907556	0	0	0	5.815509	0	4.106858	5.962738	5.565969	0	0	3.089624	0	0	0	5.870875	0	0	0	0	7.2811227	6.6889524	11.995768	1.048977	0	7.41183	0	0	0	0	5.6656127	0	0	0	0	0	0	0	0	14.370717	10.317574	0	1.9774393	0	0	0	3.9017859	0	0	14.028139	11.991195	0	0	0	0	0	0	0	0	0	0	0	9.22048	2.1822278	0	0	1.197988	0	0	0	0	0	0	10.147333	0	8.037231	0	0	0	0	0	6.0387797	0	0	10.784515	0	9.493746	0	9.607317	0	0	3.2912312	0	2.9512346	0	0	9.730743	0	12.384345
0	0	0.24861425	0	0	0	5.0184116	0	3.4611049	4.8212886	4.6042852	0	0	1.1699042	0	0	0	4.7835665	0	0	0	0	5.4433155	6.115347	8.015475	0.7557315	0	6.6763163	0	0	0	0	4.0590353	0	0	0	0	0	0	0	0	12.003929	7.084682	0	1.8617978	0	0	0	2.590696	0	0	12.228614	11.053692	0	0	0	0	0	0	0	0	0	0	0	7.0244355	2.196012	0.31421888	0	0.97832185	0	0	0	0	0.057173193	0	8.240665	0	7.166762	0	0.032077596	0	0	0	5.075086	0	0	8.836934	0	7.2639523	0	6.943503	0	0.25266913	1.0067544	0	1.7945645	0	0	7.265588	0	8.761876
0	0	0	0	0	0	2.3813896	0	0.926975	3.763626	3.762856	0	0	0.101779886	0.12661889	0	0	2.111301	0	0	0.52221394	0.08997063	0.7820701	4.7870116	1.962413	0	0	3.8024447	0	0	0	0	0.3511827	0	0	0	0.5824578	0	0	0	0	6.4396567	2.2123668	0	0.71579856	0	0	0	2.9423583	0	0	6.9328117	7.5440826	0.48521906	0	0	0	0	0	0	0	0	0.22108048	0	3.87715	3.064017	1.5309765	0	0	0	0	0	0	1.0682452	0	4.6862283	0	4.559384	0	3.3990157	0	0	0	3.2411401	0	0	5.9550924	0	5.161509	0	2.4837358	0	2.152353	0	0	0.41486973	0	0	2.9281104	0.28700483	3.4500399
0	0	0	0	0	0	2.5160656	0	3.1116462	2.8265793	2.6755068	0	0	0.81646776	0	0	0.35726592	4.713094	0	0	0	0	5.336636	5.413755	6.458238	0.839338	0	5.0407877	0	0	0	0	3.7444646	0	0	0	0	0	0	0	0	8.366205	6.5792866	0	0.25595453	0	0	0	3.251695	0	0	10.671024	8.991875	0	0	0	0	0	0	0	0	0	0	0	6.184643	1.531828	0	0	0.05862447	0	0.1053341	0	0	1.0203829	0	9.315971	0	6.1508484	0	2.2477002	0	0	0	3.522793	0	0	8.012489	0	8.35909	0	6.112608	0	1.8412961	1.4008111	0	2.1178544	0	0	5.7928796	0	7.9392643
0	0	2.569279	0	0	0	4.913934	0	5.049936	3.5725346	2.8859556	0	0	3.3996902	0	0	0	5.697507	0	0	0	0	8.350887	5.694591	12.388154	3.5361178	0	6.589551	0	0	0	0	6.7332764	0	0	0	0	0	0.98920125	0	0	11.943659	11.079883	0	1.5929215	0	0	0	3.3427227	0	0	12.139729	8.709289	0	0	0	0	0	0	0	0	0	0	0	8.826021	1.4683882	0	0	2.131046	0	0.05620633	0	0	0	0	10.71328	0	6.688534	0	0	0	0	0	4.8217287	0	0	9.917542	0	9.2856655	0	10.107315	0	0	3.3466253	0	2.805857	0	0	9.353964	0	12.492148
0	0	0.5586417	0	0	0	3.802795	0	4.072115	0.98692095	0.37567502	0.11024296	0	2.0446658	0.49642512	0	0.9200305	3.3523102	0	0	0	0.5975262	5.082882	5.1839547	6.824531	3.3342016	0	5.195672	0	0	0	0	4.1232696	0	0	0	0	0	0.43810302	0	0.9501087	7.358806	7.0867863	0	1.6353234	0	0	0	3.1154063	0	0	7.5044866	4.7235584	0	0	0	0	0	0	0	0	0	0	0	6.2649875	3.0739355	1.1949453	0	1.3865478	0	0.5244415	0	0	1.1077733	1.0283035	8.357761	0	4.3097086	0	0.073049635	0	0	0	3.4268765	0	0	7.948887	0	6.9293094	0	7.149989	0	0.7791027	0.14195265	0	0	0	0	5.5857825	0	7.6314178
0	0	0.39413577	0	0	0	3.2736998	0	1.7180154	2.4474401	2.3616757	0.109570146	0	1.7869985	0	0	0	3.4071999	0	0	0	0	4.1768575	4.460283	6.1018834	0.015791617	0	4.32673	0	0	0	0	2.51022	0	0	0	0	0	0	0	0	7.988109	5.748836	0	1.333915	0	0	0	4.027076	0	0	8.343211	6.8904095	0	0	0	0	0	0	0	0	0	0	0	5.8130035	2.3367538	0.39732492	0	0	0	0.4805967	0	0	0.036920294	0	7.128719	0	4.7603674	0	0.6428771	0	0	0	3.7152867	0	0	7.3598723	0	6.6447577	0	6.414518	0	0.98499215	1.1651274	0	0.37055606	0	0	5.39515	0	7.5236564
0	0	3.8472183	0	0	0	4.7888074	0	3.1347396	3.9928868	2.690322	0	0	4.953082	0	0	0	3.747136	0	0	0	0	6.9380126	5.4208817	10.932874	3.5957646	0	5.653841	0	1.5989935	0	0	4.7032094	0	0	0	1.3472147	0	2.3717391	0	0	12.374477	11.164552	0	1.9080101	0	0	0	2.7441356	0	0	11.293455	7.03517	0	0	0	0	0	0	0	0	0.10417176	0	0	8.664846	2.1589482	0.15202522	0	2.0370317	0	0	0	0	0	0	7.771351	1.0137678	6.690957	0	0	0	0	0	4.424303	0	0	7.305555	0	5.8198237	0	11.048169	0	0	2.851823	0	2.3018227	0	0	8.405151	0	11.612343
0	0	0.44835144	0	0	0	5.110172	0	4.221342	1.8566142	1.2122546	0	0	1.2407296	0	0	0.39472607	2.9804583	0	0	0	0	4.467547	5.317921	6.1420655	3.3753304	0	6.0034018	0	0.23069671	0	0	3.8017583	0.7242001	0	0	0.053850807	0	0.085900396	0	0.76144165	8.772604	5.9612155	0	2.6258411	0	0	0	1.7171326	0	0	7.884145	5.802809	0	0	0	0	0	0	0	0	0	0	0	5.7582817	3.2993188	2.5414906	0	2.1100717	0	0	0	0	0.93590367	1.3141228	6.741456	0	4.6864367	0	0	0	0	0	3.9568505	0	0	7.4863467	0	5.0509915	0	6.395884	0	0.21464336	0	0	0	0	0	5.5020404	0	6.5279155
0	0	1.6600335	1.3627254	0	0	4.5345907	0	2.6233637	5.2047925	3.3278944	0	0	2.1903043	0	0	0	1.6963509	0	0	0	0	3.2394164	4.5466375	6.672122	1.1947396	0	3.8596714	0	0.69043404	0	0	2.746451	0.035904273	0.86501884	0	0.32265875	0	0	0	0	8.893674	5.8587823	0	1.0959877	0	0.20100702	0	1.1331959	0	0	8.09064	6.7825503	0	0	0	0	0	0	0	0	0	0	0	4.5933156	2.7236998	0.40180892	0	1.3319523	0	0	0	0	0.3023216	0	4.2785497	0	5.355985	0	0	0	0	0	2.588347	0	0	5.061497	0	2.7417676	0	5.0454516	0	0	1.0021868	0	2.1608386	0	0	5.350932	0	6.2074184
0	0	0	0	0	0	3.2302518	0	1.5266304	3.2389212	3.3109698	0	0	1.4644102	0	0	0	2.8575778	0	0	0	0	2.9853468	4.3841467	5.0894694	0	0	4.211908	0	0	0	0	1.9578304	0	0	0	0.27643454	0	0	0	0	7.7741785	4.685133	0	1.2671086	0	0	0	3.060082	0	0	7.5598593	6.969093	0	0	0	0	0	0	0	0	0	0	0	4.9801383	2.3217502	0.81382257	0	0	0	0	0	0	0	0	5.583678	0	4.4986544	0	0.5403475	0	0	0	3.6216497	0	0	6.3967834	0	5.4155087	0	4.886635	0	0.52746964	0.86979735	0	0.47318184	0	0	4.697264	0	5.8855944
0	0	1.3959526	0	0	0	4.8121405	0	5.570873	1.9496413	0.7339711	0	0	1.9941893	0	0	0.5190631	3.6160126	0	0	0	0	5.9399037	5.15813	8.544713	4.796098	0	6.0230613	0	0	0	0	5.5507755	0.0751494	0	0	0	0	1.1530149	0	0.9468688	8.87356	7.98067	0	2.1193993	0	0	0	1.4476938	0	0	8.373663	5.2876	0	0	0	0	0	0	0	0	0	0	0	6.6620784	2.576642	0.68349314	0	2.8645036	0	0	0	0	1.0329361	0.8187359	8.070598	0	4.8989716	0	0	0	0	0	3.678857	0	0	8.022599	0	6.315273	0	7.4715343	0	0	0.38144022	0	1.0276309	0	0	6.6823034	0	8.494718
0	0	3.309409	0	0	0	9.339937	0	5.772356	6.1915107	5.949099	0	0	5.42662	0	0	0	7.9431176	0	0	0	0	10.841107	9.6712055	17.221996	2.990149	0	10.86144	0	0.16052833	0	0	7.98853	0	0	0	0	0	0.6213977	0	0	20.06494	15.450399	0	3.9580517	0	0	0	6.7700987	0	0	18.446396	14.481136	0	0	0	0	0	0	0	0	0	0	0	13.536027	4.3584876	0.68901885	0	2.1641624	0	0.123728275	0	0	0	0	14.865183	0	10.217112	0	0	0	0	0	8.897845	0	0	15.875821	0	13.215204	0	15.506876	0	0	3.4299805	0	1.183882	0	0	13.808641	0	17.905935
0	0	0.37156487	0	0	0	2.3390493	0	3.9220538	4.46346	3.6130764	0	0	1.3247583	0	0	0	4.687667	0	0	0	0	5.5149746	4.6500297	8.35673	1.0506569	0	4.685216	0	0	0	0	4.8419247	0	0	0	0	0	0	0	0	8.747674	7.3773785	0	0	0	0	0	1.9707615	0	0	10.57083	8.948492	0	0	0	0	0	0	0	0	0	0	0	6.320606	0.48731077	0	0	0.7312938	0	0	0	0	0.650101	0	8.424911	0	6.256122	0	0.8091436	0	0	0	3.246072	0	0	7.4677267	0	8.099938	0	5.713951	0	0.003106155	3.2718084	0	4.6239777	0	0	6.6215773	0	8.853729
0	0	1.7621193	0	0	0	5.4457154	0	1.6100966	5.0154943	5.399063	0	0	3.0053158	0	0	0	4.0875363	0	0	0	0	5.0224705	4.89512	9.153965	0	0	5.7416444	0	0.78161633	0	0	3.2515678	0	0	0	0.45018035	0	0	0	0	12.235778	7.4203477	0	2.482593	0	0	0	3.626592	0	0	10.443307	9.555756	0	0	0	0	0	0	0	0	0	0	0	6.9681363	2.0385451	0.5755059	0	0.48758653	0	0	0	0	0	0	6.2773337	0	5.86194	0	0	0	0	0	5.417716	0	0	7.955512	0	5.957107	0	7.739494	0	0	2.3312125	0	0.79296666	0	0	7.6260567	1.0237826	9.2187605
0	0	0	0	0	0	2.1215692	0	2.4417744	3.040038	2.5803533	0	0	0.8764878	0	0	0	2.8574972	0	0	0	0	3.2430153	3.5858586	5.081779	0.4911179	0	3.531801	0	0	0	0	2.769921	0	0	0	0	0	0	0	0	6.3022065	4.548654	0	0.40020254	0	0	0	1.5982844	0	0	7.014298	6.1479406	0	0	0	0	0	0	0	0	0	0	0	4.3145165	1.1318505	0	0	0.3592144	0	0	0	0	0.5418347	0	5.4295244	0	4.253063	0	0.74617034	0	0	0	2.5630052	0	0	5.3574166	0	5.1669564	0	3.8741977	0	0.2555917	1.4287204	0	2.198683	0	0	4.3241568	0	5.530053
0	0	0.112790555	0	0	0	2.9246411	0	3.35032	2.7356372	2.2274837	0	0	1.6054804	0	0	0	3.8065968	0	0	0	0	4.7236776	4.924631	6.8294134	1.4168086	0	4.7280188	0	0	0	0	3.7963078	0	0	0	0	0	0	0	0	7.808776	6.6282883	0	0.7180071	0	0	0	2.9441288	0	0	8.758503	6.9185133	0	0	0	0	0	0	0	0	0	0	0	6.0401855	2.012308	0	0	0.5444753	0	0.10258219	0	0	0.79908204	0	8.042534	0	5.14157	0	0.9001565	0	0	0	3.373586	0	0	7.5659337	0	7.37053	0	6.078851	0	0.74836224	1.50456	0	1.75349	0	0	5.681091	0	7.6984367
0	0	2.4219372	0	0	0	1.5013775	0	0	3.2086267	2.890751	0	0	4.0856075	0	0	0	2.6904497	0	0	0	0	4.349783	3.411453	6.8402066	0	0	2.5113356	0	0.35832965	0	0	1.7352645	0	0	0	1.3881677	0	0.7362343	0	0	7.9695573	7.644801	0	0.0719358	0	0	0	3.5181696	0	0	8.345198	5.745073	0	0	0	0	0	0	0	0	0	0	0	5.9471197	0.84354424	0	0.96569586	0	0	0	0	0	0	0	5.4607406	0.80480033	4.9152694	0	0	0	0	0	2.7296572	0	0	4.298125	0	4.694895	0	7.703792	0	0	3.5116386	0	2.2672014	0	0	5.354298	0	8.220576
0	0	0	0	0	0	3.0865889	0	6.0916967	2.563196	1.1271652	0.15804784	0	1.0210513	1.2240728	0	2.8223176	4.938356	0	0	0	0	5.8335047	7.5425277	7.3883567	3.1271372	0	6.51974	0	0	0	0	5.3807516	0	0	0	0	0	0	0	0	8.480899	8.346972	0	0.25253826	0	0	0	3.7181733	0	0	11.283972	8.282338	0	0	0	0	0	0	0	0	0	0	0	7.9371753	3.6709888	0	0	0.8708285	0	0.44794253	0	0	3.3195584	1.1935543	12.326516	0	6.934375	0	4.1189904	0	0	0	3.7415485	0	0	10.846749	0	11.215893	0	7.2271023	0	2.9849539	0.6704288	0	2.4522579	0	0	6.46047	0	9.338269
0	0	1.6605058	0	0	0	3.0064445	0	0.5519042	1.1752043	1.6176598	0	0	2.7612019	0	0	0	2.2475	0	0	0.08725409	0.37455797	3.7084281	2.7951396	5.7490625	0.60512596	0	2.893594	0	0.4980591	0	0	1.9028351	0	0	0	0.62608767	0	0.66199154	0	1.1521139	6.1743445	5.2751	0	1.4961728	0	0	0	3.39771	0	0	5.1867723	3.7013724	0	0	0	0	0	0	0	0	0	0	0	4.334367	1.6354282	0.853223	0	0.11512134	0	0.71871626	0	0	0	0	4.640857	0.2288773	2.6540153	0	0	0	0	0	2.8415754	0	0	4.800794	0	3.7910392	0	5.942652	0	0	1.2783806	0	0	0	0	4.4810348	0.06909397	5.962616
0	0	0.6047853	0	0	0	5.3336277	0	5.224874	4.3948417	3.9823673	0	0	2.1262388	0	0	0	6.909537	0	0	0	0	8.494467	8.07283	11.304654	2.3120687	0	8.243606	0	0	0	0	6.299798	0	0	0	0	0	0	0	0	13.942977	10.926292	0	1.480632	0	0	0	4.621938	0	0	15.748521	12.781173	0	0	0	0	0	0	0	0	0	0	0	9.879347	2.6908722	0	0	1.147478	0	0	0	0	0.73238355	0	13.391355	0	8.95999	0	0.9392159	0	0	0	5.9178634	0	0	12.342956	0	11.780822	0	10.386694	0	1.286702	2.0663617	0	2.4873834	0	0	9.6298895	0	12.848197
0	0	0	0	0	0	2.5746212	0	4.745634	5.9343615	4.2827644	0	0	1.7915394	0	0	0	5.838031	0	0	0	0	6.6997333	7.5624185	9.260748	1.3511366	0	6.4024987	0	0	0	0	5.2671123	0	0	0	0	0	0	0	0	11.900901	10.020916	0	0	0	0	0	3.1519105	0	0	15.383038	12.472066	0	0	0	0	0	0	0	0	0	0	0	8.968258	1.8655306	0	0	0.3373226	0	0	0	0	1.8248658	0	11.947475	0	9.517621	0	3.3582897	0	0	0	4.191839	0	0	9.960096	0	11.008141	0	8.286956	0	1.6259966	3.2587838	0	5.9354825	0	0	8.010124	0	11.480111
