label	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48
0	0	0	0	8.428111	0	0	7.0721607	7.874142	10.513066	0	0	0	0	0	0	6.44947	0.028107215	0	0	0	0	0	0	3.9110556	0	10.271134	0	0	0	17.899578	0	0	0	6.8437123	0	0	0	0	13.752849	8.987558	0.651099	0	0	0	0	0	0	0
0	0	0	0	6.5207443	0	0	5.188539	5.4427934	4.7341137	0	0	0	0	0	0	3.1537516	0	0.31358173	0	0	0.27634022	0.52772874	0	3.5803933	0	3.41571	0	0.29380608	0	10.048955	0	0	0	8.379815	0	0	0	0	6.9372606	5.507657	1.2784606	0	0	0	0	0	0	0
0	0	0	0	9.033351	0	0	7.2341094	6.375806	9.526673	0	0.034911186	0	0	0	0	5.8660164	0	0	0	0	0	0	0	5.552917	0	13.749656	0	0.78318125	0	19.506155	0	0	0	2.161828	0.17526743	0	0	0	21.074524	16.030323	0.20663574	0	0	0	0	0	0	0
0	0	0	0	4.981537	0.8263553	0	3.9324205	4.1442075	5.069699	0	0	0	0	0	0	2.424487	2.004336	0	0	0	0	1.6081839	0	2.9910917	0	5.014252	0	0.16172698	0	10.158198	0	0	0	4.4987874	0	0	0	0	8.026007	6.7916102	0.33169955	0	0	0	0	0	0	0
0	0	0	0	6.598008	0	0	5.798944	5.7560325	5.9630218	0	0	0	0	0	0	2.4102066	0.16408135	0	0	0	0	0.99920744	0	2.8698957	0	3.6785836	0	0.30266255	0	11.20542	0	0	0	9.325432	0	0	0	0	6.6115046	4.5177	1.4295579	0	0	0	0	0	0	0
0	0	0	0	8.04887	0	0	5.486237	5.8524504	8.3664255	0	0	0	0	0	0	6.00031	0.10908756	0	0	0	0	0	0	5.4988546	0	12.178141	0	0.36530852	0	16.246561	0	0	0	5.484455	0	0	0	0	18.258236	14.138337	0.16973802	0	0	0	0	0	0	0
0	0	0	0	6.078544	0	0	4.3725615	4.0978174	6.0840263	0	0	0	0	0	0	3.96752	0.8775527	0	0	0	0	0	0	4.698107	0	8.793419	0	0.84541714	0	13.059318	0	0	0	4.0730176	0	0	0	0	13.79502	10.813076	0.4520259	0	0	0	0	0	0	0
0	0	0	0	6.2707405	0.13424145	0	5.269364	5.360924	6.9829907	0	0	0	0	0	0	3.3929546	0.5172372	0	0	0	0	0	0	3.2781239	0	7.4265537	0	0.09703178	0	12.936231	0	0	0	4.199657	0	0	0	0	11.198151	8.578958	0.3331028	0	0	0	0	0	0	0
0	0	0	0	7.1852393	0	0	5.714594	6.5470433	8.318984	0	0	0	0	0	0	4.324952	0.20470147	0	0	0	0	0	0	3.6833076	0	8.490414	0	0	0	14.130098	0	0	0	6.7620425	0	0	0	0	12.242277	9.168889	0.3946518	0	0	0	0	0	0	0
0	0	0	0	4.986552	1.3562388	0	4.7446675	5.047346	5.7941384	0	0	0	0	0	0	1.632771	1.5879165	0	0	0	0	2.1104846	0	1.9548641	0	3.6135483	0	0	0	10.164766	0	0	0	4.8047132	0	0	0	0	5.5657024	4.4700723	0.48582882	0	0	0	0	0	0	0
0	0	0	0	4.688704	1.6793678	0	3.2000656	2.89505	3.7704866	0	0	0	0	0	0	2.4268727	3.3254366	0	0	0	0	2.385358	0	3.8331165	0	5.325177	0	0.69141877	0	10.01413	0	0	0	3.220803	0	0	0	0	9.374361	8.610297	0.23794979	0	0	0	0	0	0	0
0	0	0	0	5.3509574	0	0	3.726824	4.0416265	5.63256	0	0	0	0	0	0	3.8359466	0.12787075	0	0	0	0	0	0	3.5362375	0	7.7207975	0	0.14536807	0	10.692303	0	0	0	4.0105896	0	0	0	0	11.5142565	8.881792	0.11894127	0	0	0	0	0	0	0
0	0	0	0	4.975578	0	0	2.7158914	3.457507	4.488566	0	0	0	0	0	0	3.6768591	2.223271	0	0	0	0	0.9058656	0	4.130657	0	6.5205956	0	0.2418505	0	9.528566	0	0	0	5.9198127	0	0	0	0	10.230504	8.8226	0.16205537	0	0	0	0	0	0	0
0	0	0	0	4.536515	0.8520246	0	3.0888062	2.9315405	3.9369135	0	0	0	0	0	0	2.6327746	2.3222785	0	0	0	0	1.229901	0	3.5490692	0	5.618914	0	0.52657515	0	9.5168495	0	0	0	3.1360536	0	0	0	0	9.386516	8.200237	0.17930478	0	0	0	0	0	0	0
0	0	0	0	5.48661	0	0	3.9645734	3.1781325	3.9006221	0	0	0	0	0	0	3.131394	0	0.18640481	0	0	0	0	0	3.744558	0	5.7716203	0	0.9153785	0	9.677893	0	0	0	5.384584	0	0	0	0	10.174368	7.575981	0.92632943	0	0	0	0	0	0	0
0	0	0	0	5.5470424	1.2466547	0	4.2360373	3.6185055	5.114935	0	0	0	0	0	0	3.0836923	1.865093	0	0	0	0	0.3573519	0	3.9357023	0	7.2930074	0	0.7062126	0	12.070874	0	0	0	2.1208048	0	0	0	0	12.010232	10.031559	0.20353678	0	0	0	0	0	0	0
0	0	0	0	5.841973	0	0	5.7104506	6.428232	7.0814843	0	0	0	0	0	0	2.0663216	0	0	0	0	0	0.7538405	0	1.5770353	0	3.5979826	0	0	0	10.6448765	0	0	0	7.654007	0	0	0	0	4.992373	3.0099308	0.8776222	0	0	0	0	0	0	0
0	0	0	0	4.8717265	0.45068872	0	3.0155983	3.2021687	4.1801815	0	0	0	0	0	0	3.0620854	2.7393649	0	0	0	0	1.5918008	0	3.9881287	0	5.9941216	0	0.47655216	0	9.884583	0	0	0	4.483467	0	0	0	0	9.91519	8.78856	0.20052013	0	0	0	0	0	0	0
0	0	0	0	4.9540257	0	0	3.647951	3.3634453	4.817465	0	0	0	0	0	0	3.2117417	0.3997688	0	0	0	0	0	0	3.3731995	0	7.0106015	0	0.43522164	0	10.262146	0	0	0	2.5237417	0	0	0	0	10.982172	8.621068	0.16553742	0	0	0	0	0	0	0
0	0	0	0	10.162295	0.31956905	0	7.66044	7.03115	10.136517	0	0	0	0	0	0	6.484891	1.3412372	0	0	0	0	0	0	6.813578	0	14.590957	0	0.97908455	0	21.690525	0	0	0	4.214583	0	0	0	0	22.884396	18.221071	0.32889807	0	0	0	0	0	0	0
0	0	0	0	5.6521783	0	0	4.034195	4.5149674	5.921216	0	0	0	0	0	0	2.774034	0.77179104	0	0	0	0	0.03242761	0	3.0727038	0	5.828682	0	0.30540633	0	10.498962	0	0	0	4.433172	0	0	0	0	8.798806	6.6830387	0.23943883	0	0	0	0	0	0	0
0	0	0	0	6.5929923	0	0	5.413706	6.5685067	7.8197956	0	0	0	0	0	0	3.4911342	0.89955133	0	0	0	0	0.7849099	0	3.0364575	0	6.4031444	0	0	0	12.649798	0	0	0	7.816886	0	0	0	0	9.071481	6.8766	0.49812555	0	0	0	0	0	0	0
0	0	0	0	2.9478831	1.359052	0	1.5733336	1.6874588	1.8742468	0	0	0	0	0	0	1.4533265	3.6150055	0	0	0	0.34738174	3.3145826	0	2.9165711	0	2.6113775	0	0.4572232	0	5.973062	0	0	0	3.671679	0	0	0	0	5.139459	5.4620357	0.1828529	0	0	0	0	0	0	0
0	0	0	0	5.343708	0	0	3.8598979	3.8229039	4.897464	0	0	0	0	0	0	3.1442547	1.1016428	0	0	0	0	0.08410065	0	3.5895164	0	6.2137914	0	0.42590097	0	10.440283	0	0	0	4.7237725	0	0	0	0	10.050968	8.084568	0.4297083	0	0	0	0	0	0	0
0	0	0	0	3.6823559	0	0	3.0937862	3.95671	4.4302	0	0	0	0	0	0	1.6609887	0.92235166	0	0	0	0	1.3241974	0	1.5452391	0	2.7351906	0	0	0	6.821385	0	0	0	5.3824916	0	0	0	0	3.7569253	2.8990505	0.32135746	0	0	0	0	0	0	0
0	0	0	0	5.3075485	0	0	3.0197763	3.8612502	4.607924	0	0	0	0	0	0	4.069809	2.1425662	0	0	0	0	0.7004746	0	4.4208617	0	6.8174167	0	0.16005147	0	10.100583	0	0	0	4.7548137	0	0	0	0	10.928026	9.73729	0.020934284	0	0	0	0	0	0	0
0	0	0	0	4.1357455	0	0	2.920173	1.5591233	1.5192502	0	0	0	0	0	0	1.9454724	0	1.157802	0	0	0	0	0	3.1308045	0	3.1302063	0.1258167	1.2487922	0	6.415865	0	0	0	4.8941083	0	0	0	0	6.9784303	5.0919847	1.1826118	0.49788606	0	0	0	0	0	0
0	0	0	0	7.4990396	0.04426202	0	5.744065	5.5610385	7.904676	0	0	0	0	0	0	3.8150039	0	0	0	0	0	0	0	4.0159416	0	9.087072	0	0.6973537	0	14.803088	0	0	0	2.8988376	0.08891552	0	0	0	13.85416	10.242217	0.2300818	0	0	0	0	0	0	0
0	0	0	0	6.688115	0.5782024	0	5.0542264	4.795739	6.901251	0	0.30388558	0	0	0	0	2.6268342	0	0	0	0	0	0	0	3.2442505	0	6.9953203	0	0.88314974	0	12.6256485	0	0	0	1.7963418	0.752259	0	0	0	10.808162	7.719945	0.18957639	0	0	0	0	0	0	0
0	0	0	0	5.2984905	0	0	3.9643242	4.9237466	5.8834815	0	0	0	0	0	0	3.025794	1.3197379	0	0	0	0	1.008181	0	2.9405134	0	5.3837333	0	0	0	10.0854225	0	0	0	6.6101856	0	0	0	0	7.886923	6.31512	0.35178158	0	0	0	0	0	0	0
0	0	0	0	7.417668	0	0	6.3284044	7.3250217	9.0327635	0	0	0	0	0	0	4.0472984	0	0	0	0	0	0	0	3.1972415	0	7.9293504	0	0	0	14.508328	0	0	0	7.3945594	0	0	0	0	11.123667	8.042471	0.5014255	0	0	0	0	0	0	0
0	0	0	0	7.1194234	1.2661698	0	6.553791	6.9368587	8.382646	0	0	0	0	0	0	3.4630885	2.2147224	0	0	0	0	1.5562747	0.2800974	3.0369453	0	6.0938816	0	0	0	15.128749	0	0	0	6.263647	0	0	0	0	8.917581	6.6568527	0.73306006	0	0	0	0	0	0	0
0	0	0	0	3.3129482	0	0	1.8759023	2.2864149	3.0194626	0	0	0	0	0	0	2.4129426	1.2674705	0	0	0	0	0.36192316	0	2.704075	0	4.3890557	0	0.13873288	0	6.3628116	0	0	0	3.6984074	0	0	0	0	6.8457623	5.799412	0.07063954	0	0	0	0	0	0	0
0	0	0	0	5.08292	0	0	2.9151204	3.5516443	4.7020726	0	0	0	0	0	0	3.7379236	1.8835053	0	0	0	0	0.46813655	0	4.0828757	0	6.8309345	0	0.24981928	0	9.846936	0	0	0	5.5230026	0	0	0	0	10.637931	8.99368	0.15199485	0	0	0	0	0	0	0
0	0	0	0	5.86975	0	0	4.2560897	3.1761634	4.0826325	0	0	0	0	0	0	3.3789952	0	0.15969667	0	0	0	0	0	4.1413803	0	6.583518	0	1.1175582	0	10.685999	0	0	0	4.829484	0	0	0	0	11.646407	8.788086	0.93112355	0	0	0	0	0	0	0
0	0	0	0	5.6604433	0	0	4.0588946	4.631354	5.7639	0	0	0	0	0	0	3.314377	1.9379553	0	0	0	0	1.1589844	0	3.6536968	0	6.337604	0	0.10836873	0	11.199285	0	0	0	5.8362045	0	0	0	0	9.8273945	8.18859	0.32021338	0	0	0	0	0	0	0
0	0	0	0	6.5123997	0	0	5.2265196	5.7427683	7.5994053	0	0	0	0	0	0	4.276883	0	0	0	0	0	0	0	3.4390595	0	8.669942	0	0	0	13.3694315	0	0	0	5.0363936	0	0	0	0	12.481808	9.120052	0.45386916	0	0	0	0	0	0	0
0	0	0	0	4.86751	0	0	3.1891325	3.4700925	4.7550607	0	0	0	0	0	0	3.4596517	1.0506779	0	0	0	0	0	0	3.6000834	0	6.990503	0	0.31949738	0	9.790182	0	0	0	3.7703383	0	0	0	0	10.579113	8.707255	0.079482816	0	0	0	0	0	0	0
0	0	0	0	6.6710076	0.9810839	0	5.0209956	5.1003695	6.7329106	0	0	0	0	0	0	2.7320335	1.5126609	0	0	0	0	0.7692602	0	3.5878384	0	6.4462566	0	0.6512749	0	12.834562	0	0	0	3.9431381	0	0	0	0	10.228404	8.002786	0.33129764	0	0	0	0	0	0	0
0	0	0	0	8.445571	1.8655467	0	5.906317	6.437073	8.367819	0	0	0	0	0	0	1.7016826	2.0155659	0	0	0	0	2.1633267	0	3.5911415	0	4.9642887	0	1.2603621	0	14.186439	0	0	0	4.8457494	0	0	0	0	8.087189	5.7943764	0.4604584	0	0	0	0	0	0	0
0	0	0	0	6.500583	2.5840101	0	5.2904053	4.515918	6.3110576	0	0	0	0	0	0	1.487552	1.3455753	0	0	0	0	0.7803079	0	3.0223997	0	5.3856716	0	1.1905383	0	12.681815	0	0	0.19081348	0.74401736	0	0	0	0	9.131509	6.914672	0.29905736	0	0	0	0	0	0	0
0	0	0	0	5.9297724	1.0127828	0	5.823025	5.4253874	7.146995	0	0.28406492	0	0	0	0	3.0578067	0.42281073	0	0	0	0	0	0	2.3611767	0	6.3199434	0	0	0	13.245925	0	0	0	2.4585586	0	0	0	0	9.214004	6.37188	0.47855896	0	0	0	0	0	0	0
0	0	0	0	4.9711328	0.90075594	0	4.7488084	5.0892224	5.957106	0	0	0	0	0	0	1.8027585	0.9715522	0	0	0	0	1.345179	0	1.8425282	0	3.9529657	0	0	0	10.072116	0	0	0	4.632056	0	0	0	0	5.8470325	4.4368463	0.44843537	0	0	0	0	0	0	0
0	0	0	0	5.4377737	0	0	3.9844167	5.5542593	5.0750175	0	0	0	0	0	0	3.4402554	1.117064	0	0	0	0.07933755	1.2995628	0	3.1864417	0	3.865303	0	0	0	8.978832	0	0	0	6.0846667	0	0	0	0	6.321911	5.9141374	0.2957388	0	0	0	0	0	0	0
0	0	0	0	6.261056	0	0	4.3733106	5.3942633	6.6040983	0	0	0	0	0	0	4.2504244	2.8162203	0	0	0	0	1.4815015	0	4.00593	0	6.516538	0	0	0	12.527376	0	0	0	7.703576	0	0	0	0	9.6639595	7.8610916	0.49630588	0	0	0	0	0	0	0
0	0	0	0	5.7059674	0	0	3.8771853	4.0340466	5.695278	0	0	0	0	0	0	4.036108	0.71680766	0	0	0	0	0	0	4.042368	0	8.260629	0	0.3353376	0	11.58983	0	0	0	3.9462872	0	0	0	0	12.652593	10.055758	0.12929201	0	0	0	0	0	0	0
0	0	0	0	4.749888	0	0	3.3251956	3.194124	4.4551578	0	0	0	0	0	0	3.0479615	1.1008052	0	0	0	0	0	0	3.43939	0	6.452654	0	0.42710617	0	9.782724	0	0	0	3.0150998	0	0	0	0	10.26205	8.362187	0.16310003	0	0	0	0	0	0	0
0	0	0	0	6.4074965	0	0	5.31405	5.8716817	7.628874	0	0	0	0	0	0	3.8603983	0	0	0	0	0	0	0	3.059152	0	7.8993273	0	0	0	12.742505	0	0	0	5.1995616	0.07933841	0	0	0	11.249569	8.115669	0.31020948	0	0	0	0	0	0	0
0	0	0	0	7.237974	0.45970654	0	6.592621	7.054661	8.633407	0	0	0	0	0	0	3.301536	0.6347876	0	0	0	0	0.4501561	0	2.98713	0	7.1072173	0	0	0	14.697213	0	0	0	6.0618525	0	0	0	0	10.396022	7.7405806	0.5560642	0	0	0	0	0	0	0
0	0	0	0	4.662697	0.9638203	0	3.2748883	3.0111542	4.093198	0	0	0	0	0	0	2.6581182	2.2260537	0	0	0	0	1.076992	0	3.5706964	0	5.837332	0	0.5615839	0	9.883619	0	0	0	2.8504505	0	0	0	0	9.741103	8.432719	0.18186474	0	0	0	0	0	0	0
0	0	0	0	6.1459026	0.55423665	0	5.9728756	6.0756636	7.5715127	0	0	0	0	0	0	2.6158395	0	0	0	0	0	0	0	2.1929095	0	6.143289	0	0	0	12.7313175	0	0	0	4.0713677	0.35683164	0	0	0	8.888271	6.2978396	0.45054096	0	0	0	0	0	0	0
0	0	0	0	5.4187846	0	0	3.8171043	2.9185793	3.4868598	0	0	0	0	0	0	3.2374315	0.1399961	0.32589838	0	0	0	0	0	3.9371874	0	6.0038166	0	1.11829	0	10.015999	0	0	0	4.934441	0	0	0	0	10.637967	8.143331	1.0553119	0	0	0	0	0	0	0
0	0	0	0	7.1194234	1.2661698	0	6.553791	6.9368587	8.382646	0	0	0	0	0	0	3.4630885	2.2147224	0	0	0	0	1.5562747	0.2800974	3.0369453	0	6.0938816	0	0	0	15.128749	0	0	0	6.263647	0	0	0	0	8.917581	6.6568527	0.73306006	0	0	0	0	0	0	0
0	0	0	0	3.0878615	0	0	1.928663	2.1378667	2.9816942	0	0	0	0	0	0	2.2075875	0.53173596	0	0	0	0	0	0	2.3084948	0	4.324527	0	0.13660496	0	6.02404	0	0	0	2.6392453	0	0	0	0	6.6067843	5.2926745	0.02906999	0	0	0	0	0	0	0
0	0	0	0	4.660866	1.5501485	0	3.8387742	3.9190357	4.614892	0	0	0	0	0	0	1.8620168	2.5740554	0	0	0	0	2.532534	0	2.7512097	0	4.0167565	0	0.21165681	0	9.651664	0	0	0	4.2283506	0	0	0	0	6.7693524	6.027385	0.3748085	0	0	0	0	0	0	0
0	0	0	0	6.9508705	2.6084464	0	5.463093	4.3916183	6.15282	0	0	0	0	0	0	3.4746535	3.1624599	0	0	0	0	1.4459405	0	4.995903	0	8.701148	0	1.0931782	0	15.494454	0	0	0	2.085188	0	0	0	0	14.844614	12.762758	0.32662112	0	0	0	0	0	0	0
0	0	0	0	6.0979853	0.5557659	0	5.6016192	5.6369815	6.285173	0	0	0	0	0	0	2.2038794	0.6902452	0	0	0	0	1.2192078	0	2.5244188	0	4.2229967	0	0.09446978	0	11.451512	0	0	0	6.7875614	0	0	0	0	6.9284353	5.065414	0.94784266	0	0	0	0	0	0	0
0	0	0	0	6.3116593	1.8361815	0	6.1137176	5.9586463	6.8823495	0	0	0	0	0	0	2.3776393	1.5371052	0	0	0	0	1.9290135	0	2.5935097	0	5.6260605	0	0	0	13.8047695	0	0	0	5.0437355	0	0	0	0	8.569544	6.735072	0.7325741	0	0	0	0	0	0	0
0	0	0	0	6.452715	0.75062	0	5.8007336	6.0672326	7.4471006	0	0	0	0	0	0	2.8918684	0.99834317	0	0	0	0	0.76790553	0	2.8810918	0	6.341922	0	0	0	13.227033	0	0	0	5.164432	0	0	0	0	9.528071	7.3174915	0.48332906	0	0	0	0	0	0	0
0	0	0	0	6.274719	0	0	5.464339	5.557463	7.551547	0	0	0	0	0	0	3.705547	0	0	0	0	0	0	0	3.2338076	0	7.9647737	0	0.15003636	0	13.094716	0	0	0	4.8333573	0.37611538	0	0	0	11.678963	8.057368	0.7267941	0	0	0	0	0	0	0
0	0	0	0	4.8811336	0.8524011	0	3.0883274	2.437398	2.6502852	0	0	0	0	0	0	2.4238715	2.6926425	0	0	0	0	2.0686882	0	4.180027	0	4.250996	0	1.0860766	0	8.941307	0	0	0	5.469286	0	0	0	0	8.626566	7.7498546	0.80717343	0	0	0	0	0	0	0
0	0	0	0	5.165703	0	0	3.6463826	3.1180494	4.202603	0	0	0	0	0	0	3.3383553	0	0	0	0	0	0	0	3.5858226	0	6.5309997	0	0.6904416	0	9.603586	0	0	0	4.1501603	0	0	0	0	10.747401	8.056785	0.5732181	0	0	0	0	0	0	0
0	0	0	0	5.5310435	1.155133	0	4.9571476	4.965838	6.1164665	0	0	0	0	0	0	2.3424926	1.3443228	0	0	0	0	1.1118855	0	2.6637788	0	5.3709545	0	0.08050149	0	11.533829	0	0	0	4.0086265	0	0	0	0	8.376755	6.6680617	0.40642887	0	0	0	0	0	0	0
0	0	0	0	2.516658	0	0	1.3900547	2.1107554	2.2813077	0	0	0	0	0	0	1.4882383	1.9249766	0	0	0	0.5710483	1.9059688	0	1.9701602	0	2.105421	0	0	0	4.4619226	0	0	0	4.584353	0	0	0	0	3.3797445	3.2778273	0.15524045	0	0	0	0	0	0	0
0	0	0	0	7.3797913	0	0	6.5298314	6.9811134	9.224861	0	0.00497742	0	0	0	0	4.73137	0	0	0	0	0	0	0	3.1048656	0	8.98725	0	0	0	15.329621	0	0	0	5.163572	0.6087475	0	0	0	12.370464	8.295568	0.4634729	0	0	0	0	0	0	0
0	0	0	0	7.623495	0	0	5.8865533	7.46216	8.6775	0	0	0	0	0	0	4.0959463	2.1338563	0	0	0	0	2.112826	0	3.9215171	0	7.0691147	0	0	0	14.439767	0	0	0	10.147825	0	0	0	0	10.252573	8.256354	0.6213216	0	0	0	0	0	0	0
0	0	0	0	5.9254575	0.12921245	0	4.308585	4.2279162	5.82241	0	0	0	0	0	0	3.7008576	1.346563	0	0	0	0	0	0	4.0650377	0	7.9255395	0	0.44798717	0	12.324655	0	0	0	3.6855013	0	0	0	0	12.4678755	10.127836	0.20812926	0	0	0	0	0	0	0
0	0	0	0	7.954696	1.3953979	0	5.4740324	5.9039207	7.544471	0	0	0	0	0	0	3.2763767	3.227894	0	0	0	0	2.523011	0	4.7842255	0	7.1361423	0	0.8774388	0	14.9708805	0	0	0	6.160109	0	0	0	0	11.709778	9.778497	0.45253986	0	0	0	0	0	0	0
0	0	0	0	6.036805	1.0851865	0	4.575872	5.08467	6.01197	0	0	0	0	0	0	2.9241018	3.1216953	0	0	0	0	2.8460329	0	3.7711751	0	5.667594	0	0.17774981	0	12.125258	0	0	0	6.4444494	0	0	0	0	9.206593	8.107848	0.46264845	0	0	0	0	0	0	0
0	0	0	0	5.478747	0	0	3.4746861	3.9118078	5.4247637	0	0	0	0	0	0	4.0636287	0.8737289	0	0	0	0	0	0	4.0309796	0	7.893414	0	0.24053779	0	10.840133	0	0	0	4.7098527	0	0	0	0	11.999904	9.6204	0.1212463	0	0	0	0	0	0	0
0	0	0	0	4.7976127	0	0	2.9448733	3.8066258	4.665405	0	0	0	0	0	0	3.1837945	2.0534513	0	0	0	0	1.2820148	0	3.5108125	0	5.5079374	0	0.037754744	0	9.083913	0	0	0	6.218082	0	0	0	0	8.497537	7.2850475	0.23649028	0	0	0	0	0	0	0
0	0	0	0	5.0799947	1.0548886	0	3.6978593	3.3017604	4.5679107	0	0	0	0	0	0	2.8802054	2.0862956	0	0	0	0	0.77196205	0	3.7624397	0	6.516149	0	0.6212579	0	10.88204	0	0	0	2.6195333	0	0	0	0	10.7916355	9.18481	0.19256464	0	0	0	0	0	0	0
0	0	0	0	4.4980903	0	0	2.0268722	3.027327	3.6641986	0	0	0	0	0	0	2.9003427	0.506436	0	0	0	0	0	0	3.2910967	0	4.650465	0	0.40203735	0	6.847155	0	0	0	1.9352845	0	0	0	0	7.400652	6.2283173	0	0	0	0	0	0	0	0
0	0	0	0	8.00392	1.6496729	0	8.265036	8.227677	10.041959	0	0	0	0	0	0	2.8074396	0.091192424	0	0	0	0	0.3640213	0	2.405217	0	7.1429133	0	0	0	16.857616	0	0	0	4.946784	0.48613995	0	0	0	10.415133	7.32568	0.7102582	0	0	0	0	0	0	0
0	0	0	0	3.503423	0	0	1.6317999	2.036226	2.228419	0	0	0	0	0	0	2.318042	2.420805	0	0	0	0.43551022	1.8809364	0	3.306061	0	3.4354208	0	0.4146879	0	6.042246	0	0	0	5.7707353	0	0	0	0	6.1873674	5.757951	0.38448992	0	0	0	0	0	0	0
0	0	0	0	3.4441214	0	0	2.3327625	2.3999827	3.3911464	0	0	0	0	0	0	2.3958685	0.45758793	0	0	0	0	0	0	2.4760315	0	4.9196754	0	0.1805017	0	6.954644	0	0	0	2.4202538	0	0	0	0	7.550476	5.999985	0.045344926	0	0	0	0	0	0	0
0	0	0	0	6.558977	1.1802424	0	4.5308657	4.814251	6.2528944	0	0	0	0	0	0	2.4302394	2.2928436	0	0	0	0	1.7665511	0	3.729389	0	5.5975304	0	0.79874545	0	12.094225	0	0	0	4.526504	0	0	0	0	9.162071	7.431867	0.33535233	0	0	0	0	0	0	0
0	0	0	0	5.8554006	2.4459379	0	5.9594617	5.530468	6.6944957	0	0	0	0	0	0	1.701771	1.4771805	0	0	0	0	1.7150323	0	2.2373447	0	4.8491783	0	0.13042524	0	12.706054	0	0	0	3.080967	0	0	0	0	7.7945337	6.138739	0.530071	0	0	0	0	0	0	0
0	0	0	0	4.496188	1.3026413	0	2.915032	2.8092272	3.61064	0	0	0	0	0	0	2.4649122	3.23107	0	0	0	0	2.3280215	0	3.7561052	0	5.118634	0	0.60051227	0	9.410043	0	0	0	3.658463	0	0	0	0	8.920533	8.222183	0.22110274	0	0	0	0	0	0	0
